gene	chrom	start	end	strand
UQCRC2	16	21964681	21994981	+
UQCRFS1	19	29696226	29704058	-
UQCRH	1	46769369	46782447	+
UQCRHL	1	16133656	16134194	-
UQCRQ	5	132202333	132204538	+
URAD	13	28551853	28562830	-
URAHP	16	90106168	90114191	-
URB1	21	33683328	33765321	-
URB1-AS1	21	33765441	33766266	+
URB2	1	229761962	229795947	+
URGCP	7	43915492	43966010	-
URGCP-MRPS24	7	43906156	43946195	-
URI1	19	30414563	30507519	+
URM1	9	131133597	131154295	+
UROC1	3	126200008	126236616	-
UROD	1	45477925	45481247	+
UROS	10	127473550	127511837	-
USB1	16	58033506	58055522	+
USE1	19	17326165	17330638	+
USF1	1	161009040	161015767	-
USF2	19	35759864	35770724	+
USF3	3	113367232	113415489	-
USH1C	11	17515446	17565963	-
USH1G	17	72912174	72919350	-
USH2A	1	215796232	216596790	-
USH2A-AS2	1	216245806	216260259	+
USHBP1	19	17359982	17375554	-
USO1	4	76649705	76735442	+
USP1	1	62901974	62917476	+
USP10	16	84733605	84813527	+
USP11	X	47092407	47107727	+
USP12	13	27640292	27745948	-
USP12-AS1	13	27699669	27743272	+
USP12-AS2	13	27746395	27757640	+
USP13	3	179370827	179507189	+
USP14	18	158556	214629	+
USP15	12	62654120	62810168	+
USP16	21	30396937	30426807	+
USP17L1	8	7189908	7191501	+
USP17L10	4	9212382	9213975	+
USP17L11	4	9217130	9261442	+
USP17L12	4	9221877	9266190	+
USP17L13	4	9226621	9228214	+
USP17L15	4	9236110	9237772	+
USP17L17	4	9245604	9247197	+
USP17L18	4	9217130	9251948	+
USP17L19	4	9255103	9256696	+
USP17L2	8	11994676	11996269	-
USP17L20	4	9217130	9270937	+
USP17L21	4	9221877	9266190	+
USP17L22	4	9259849	9270937	+
USP17L24	4	9326890	9366447	+
USP17L25	4	9326890	9366447	+
USP17L26	4	9326890	9366447	+
USP17L27	4	9326890	9366447	+
USP17L28	4	9326890	9366447	+
USP17L29	4	9326890	9366447	+
USP17L3	8	7833914	7835507	-
USP17L30	4	9326890	9366447	+
USP17L4	8	7194636	7196229	+
USP17L5	4	9326890	9366447	+
USP17L6P	4	9369599	9370796	+
USP17L7	8	11989925	11991608	-
USP17L8	8	7829182	7830775	-
USP17L9P	4	9360107	9361700	+
USP18	22	18632936	18660162	+
USP19	3	49145478	49158371	-
USP2	11	119225924	119252400	-
USP2-AS1	11	119252487	119369944	+
USP20	9	132597695	132644117	+
USP21	1	161129289	161135509	+
USP22	17	20902908	20946324	-
USP24	1	55532031	55681037	-
USP25	21	17102252	17252390	+
USP26	X	132158658	132162300	-
USP27X	X	49644086	49647161	+
USP27X-AS1	X	49641326	49643959	-
USP28	11	113668596	113746294	-
USP29	19	57631508	57643293	+
USP3	15	63796709	63886839	+
USP3-AS1	15	63879908	63893026	-
USP30	12	109460893	109525831	+
USP30-AS1	12	109489845	109491770	-
USP31	16	23072727	23160591	-
USP32	17	58254688	58469494	-
USP32P1	17	16690205	16707819	+
USP32P2	17	18414575	18424566	-
USP32P3	17	20313828	20336381	+
USP33	1	78161673	78225537	-
USP34	2	61414597	61698222	-
USP35	11	77899964	77926278	+
USP36	17	76783462	76837521	-
USP37	2	219314973	219433074	-
USP38	4	144106069	144145027	+
USP39	2	85829983	85876407	+
USP4	3	49314576	49377486	-
USP40	2	234384171	234475428	-
USP42	7	6144579	6201195	+
USP43	17	9548833	9633003	+
USP44	12	95910335	95945252	-
USP45	6	99880181	99963365	-
USP46	4	53457126	53525468	-
USP46-DT	4	53525572	53527665	+
USP47	11	11863518	11983434	+
USP48	1	22004790	22109692	-
USP49	6	41757633	41863113	-
USP5	12	6961313	6975795	+
USP50	15	50792758	50838863	-
USP51	X	55511048	55515631	-
USP53	4	120133781	120216673	+
USP54	10	75257295	75385739	-
USP6	17	5019326	5078286	+
USP6NL	10	11495945	11653788	-
USP7	16	8985950	9057763	-
USP8	15	50716601	50806618	+
USP9X	X	40944697	41095832	+
USP9Y	Y	14813159	14972764	+
USPL1	13	31192056	31234899	+
UST	6	149068165	149398126	+
UST-AS1	6	149275396	149285820	-
UST-AS2	6	149348364	149353797	-
UTF1	10	135043720	135045062	+
UTP11	1	38478405	38490492	+
UTP14A	X	129040096	129063738	+
UTP14C	13	52598826	52607736	+
UTP15	5	72861565	72879205	+
UTP18	17	49337906	49375292	+
UTP20	12	101673882	101780396	+
UTP23	8	117778762	117786921	+
UTP25	1	210001316	210030910	+
UTP3	4	71554248	71556268	+
UTP4	16	69166498	69202937	+
UTP6	17	30187922	30228727	-
UTRN	6	144612872	145174170	+
UTS2	1	7907671	7913551	-
UTS2B	3	190984956	191048325	-
UTS2R	17	80329640	80335334	+
UTY	Y	15360258	15592550	-
UVRAG	11	75526254	75855276	+
UVRAG-DT	11	75524558	75525842	-
UVSSA	4	1340995	1381837	+
UXS1	2	106709766	106810757	-
UXT	X	47511190	47518579	-
UXT-AS1	X	47518231	47519510	+
VAC14	16	70721341	70835061	-
VAC14-AS1	16	70788997	70807154	+
VAMP1	12	6571403	6579843	-
VAMP2	17	8062464	8066266	-
VAMP3	1	7831355	7841492	+
VAMP4	1	171669302	171711205	-
VAMP5	2	85811553	85820529	+
VAMP8	2	85804708	85809154	+
VANGL1	1	116184590	116240845	+
VANGL2	1	160370353	160398460	+
VAPA	18	9914012	9960018	+
VAPB	20	56964284	57026156	+
VARS1	6	31745295	31763529	-
VARS2	6	30881984	30894235	+
VASH1	14	77227810	77249358	+
VASH1-AS1	14	77248075	77253067	-
VASH2	1	213123882	213164927	+
VASN	16	4421848	4433539	+
VASP	19	46010736	46030240	+
VAT1	17	41166623	41174402	-
VAT1L	16	77822460	78014004	+
VAV1	19	6772718	6857372	+
VAV2	9	136627015	136857446	-
VAV3	1	108113782	108507802	-
VAV3-AS1	1	108507064	108537229	+
VAX1	10	118888030	118897781	-
VAX2	2	71127705	71160575	+
VBP1	X	154425283	154468122	+
VCAM1	1	101185195	101204601	+
VCAN	5	82767492	82878122	+
VCAN-AS1	5	82827170	82858133	-
VCL	10	75757873	75881121	+
VCP	9	35056062	35072665	-
VCPIP1	8	67540721	67579466	-
VCPKMT	14	50575354	50583290	-
VCX	X	7810302	7812184	+
VCX2	X	8137984	8139308	-
VCX3A	X	6451658	6453159	-
VCX3B	X	8432870	8434551	+
VCY	Y	16097651	16168838	-
VCY1B	Y	16097651	16168838	-
VDAC1	5	133307561	133340666	-
VDAC2	10	76969911	76991206	+
VDAC3	8	42249278	42263455	+
VDR	12	48235319	48298777	-
VEGFA	6	43737945	43754223	+
VEGFB	11	64002055	64006736	+
VEGFC	4	177604688	177714076	-
VEGFD	X	15363717	15402535	-
VENTX	10	135051358	135055432	+
VENTXP1	X	26576453	26579169	+
VENTXP7	3	21447217	21448177	+
VEPH1	3	156977531	157221394	-
VEZF1	17	56048913	56065615	-
VEZT	12	95611521	95696575	+
VGF	7	100805789	100808850	-
VGLL1	X	135614373	135638958	+
VGLL2	6	117586720	117594728	+
VGLL3	3	86987122	87040299	-
VGLL4	3	11597540	11762013	-
VHL	3	10183461	10195350	+
VHLL	1	156268414	156269098	-
VIL1	2	219283845	219318018	+
VILL	3	38029468	38048676	+
VIM	10	17270239	17279592	+
VIM-AS1	10	17256237	17271984	-
VIP	6	153071931	153080895	+
VIPAS39	14	77893017	77923944	-
VIPR1	3	42530790	42579065	+
VIPR1-AS1	3	42572387	42574098	-
VIPR2	7	158820865	158937649	-
VIRMA	8	95499917	95565746	-
VIT	2	36923832	37041937	+
VKORC1	16	31102162	31106320	-
VKORC1L1	7	65338060	65424545	+
VLDLR	9	2621786	2660056	+
VLDLR-AS1	9	2535654	2622373	-
VMA21	X	150565066	150577836	+
VMAC	19	5904882	5910864	+
VMO1	17	4688579	4689659	-
VMP1	17	57785014	57919616	+
VN1R1	19	57966541	57968107	-
VN1R10P	6	27292539	27293741	+
VN1R2	19	53761544	53762855	+
VN1R3	16	31818905	31820174	-
VN1R4	19	53770012	53770918	-
VN1R5	1	247419373	247420447	+
VNN1	6	133001987	133035194	-
VNN2	6	133065008	133084594	-
VNN3	6	133043925	133055904	-
VOPP1	7	55538300	55640195	-
VPREB1	22	22599197	22599927	+
VPREB3	22	24094929	24096612	-
VPS11	11	118938528	118952682	+
VPS13A	9	79792360	80036453	+
VPS13A-AS1	9	79791671	79792833	-
VPS13B	8	100025501	100889808	+
VPS13C	15	62144589	62352664	-
VPS13D	1	12290086	12572098	+
VPS16	20	2821342	2847378	+
VPS18	15	41186647	41196173	+
VPS25	17	40925466	40931617	+
VPS26A	10	70883908	70934172	+
VPS26B	11	134094564	134117682	+
VPS26C	21	38595720	38640409	-
VPS28	8	145648983	145653946	-
VPS29	12	110928889	110939945	-
VPS33A	12	122714110	122751041	-
VPS33B	15	91541645	91565851	-
VPS33B-DT	15	91565851	91574369	+
VPS35	16	46690043	46723090	-
VPS35L	16	19567024	19712485	+
VPS36	13	52986736	53024769	-
VPS37A	8	17104400	17190964	+
VPS37B	12	123349876	123380671	-
VPS37C	11	60897728	60928898	-
VPS37D	7	73082160	73086440	+
VPS39	15	42450898	42500502	-
VPS41	7	38762573	38948800	-
VPS45	1	150039438	150117507	+
VPS4A	16	69345252	69360842	+
VPS4B	18	61056424	61089709	-
VPS50	7	92861652	92990435	+
VPS51	11	64863685	64879334	+
VPS52	6	33218048	33239742	-
VPS53	17	411907	618079	-
VPS54	2	64119283	64246562	-
VPS72	1	151148779	151162673	-
VPS8	3	184529930	184770402	+
VPS9D1	16	89773541	89787306	-
VPS9D1-AS1	16	89778263	89784573	+
VRK1	14	97263718	97347946	+
VRK2	2	58134785	58387055	+
VRK3	19	50479723	50528805	-
VRTN	14	74815173	74826711	+
VSIG1	X	107288199	107322414	+
VSIG10	12	118501397	118541816	-
VSIG10L	19	51834789	51845378	-
VSIG10L2	11	125815950	125826214	+
VSIG2	11	124617369	124622151	-
VSIG4	X	65241579	65259967	-
VSIG8	1	159824105	159832447	-
VSIR	10	73507313	73533277	-
VSNL1	2	17721238	17838285	+
VSTM1	19	54544079	54567207	-
VSTM2A	7	54610017	54638773	+
VSTM2A-OT1	7	54624662	54639419	+
VSTM2B	19	30016324	30055458	+
VSTM2L	20	36531528	36573747	+
VSTM4	10	50222280	50323567	-
VSTM5	11	93551398	93583784	-
VSX1	20	25051515	25062777	-
VSX2	14	74706151	74729441	+
VTA1	6	142468298	142545821	+
VTCN1	1	117686208	117753582	-
VTI1A	10	114206745	114615127	+
VTI1B	14	68113802	68141349	-
VTN	17	26694304	26697328	-
VTRNA1-1	5	140090860	140090958	+
VTRNA1-2	5	140098510	140098598	+
VTRNA1-3	5	140105743	140105831	+
VTRNA2-1	5	135416179	135416287	-
VWA1	1	1371069	1378262	+
VWA2	10	115999012	116054259	+
VWA3A	16	22103861	22168282	+
VWA3B	2	98703629	98929749	+
VWA5A	11	123986110	124018428	+
VWA5B1	1	20617367	20686011	+
VWA5B2	3	183948140	183960117	+
VWA7	6	31733366	31745105	-
VWA8	13	42140970	42535245	-
VWA8-AS1	13	42535304	42555701	+
VWC2	7	49813233	49961546	+
VWC2L	2	215275777	215443699	+
VWC2L-IT1	2	215374905	215401613	+
VWCE	11	61025757	61062788	-
VWDE	7	12370510	12443567	-
VWF	12	6058044	6233836	-
VXN	8	67405800	67430759	+
WAC	10	28821707	28912041	+
WAC-AS1	10	28808845	28821283	-
WAKMAR2	6	138144806	138189370	-
WAPL	10	88195012	88281549	-
WARS1	14	100800126	100842664	-
WARS2	1	119573838	119683295	-
WARS2-AS1	1	119683018	119818596	+
WARS2-IT1	1	119590027	119605910	+
WAS	X	48542187	48549817	+
WASF1	6	110421021	110501207	-
WASF2	1	27730733	27816678	-
WASF3	13	27131819	27263085	+
WASH2P	2	114341229	114356613	+
WASH3P	15	102501015	102516808	+
WASH5P	19	60950	70966	-
WASH7P	1	14361	29370	-
WASH8P	12	73724	91263	+
WASHC1	9	14512	29739	-
WASHC2A	10	51827647	51893269	+
WASHC2C	10	46222490	46288412	+
WASHC3	12	102406617	102455902	-
WASHC4	12	105501508	105562906	+
WASHC5	8	126036502	126104061	-
WASIR2	16	72915	75112	+
WASL	7	123321996	123389057	-
WBP1	2	74685564	74688008	+
WBP11	12	14937515	14956412	-
WBP11P1	18	30091625	30094597	+
WBP1L	10	104503704	104576016	+
WBP2	17	73841779	73852517	-
WBP2NL	22	42394791	42424477	+
WBP4	13	41635644	41658142	+
WDCP	2	24252205	24270296	-
WDFY1	2	224740064	224810052	-
WDFY2	13	52158597	52341845	+
WDFY3	4	85590749	85887843	-
WDFY3-AS2	4	85886768	85929896	+
WDFY4	10	49892917	50191001	+
WDHD1	14	55405666	55493817	-
WDPCP	2	63346693	63815611	-
WDR1	4	10075962	10118423	-
WDR11	10	122610873	122669036	+
WDR11-AS1	10	122521323	122610691	-
WDR12	2	203738985	203776396	-
WDR13	X	48455879	48467257	+
WDR17	4	176986991	177103966	+
WDR18	19	982927	994556	+
WDR19	4	39184148	39287430	+
WDR20	14	102605759	102690010	+
WDR24	16	734621	740398	-
WDR25	14	100842752	100996640	+
WDR26	1	224572848	224622499	-
WDR27	6	169857302	170102159	-
WDR3	1	118472361	118509166	+
WDR31	9	116075501	116102555	-
WDR33	2	128458604	128568761	-
WDR35	2	20110028	20189866	-
WDR36	5	110428045	110466200	+
WDR37	10	1102324	1178312	+
WDR38	9	127615695	127620170	+
WDR4	21	44263189	44299699	-
WDR41	5	76726757	76788141	-
WDR43	2	29117532	29171085	+
WDR44	X	117480035	117583923	+
WDR45	X	48932091	48958059	-
WDR45B	17	80572437	80606320	-
WDR46	6	33246884	33257016	-
WDR47	1	109512835	109584850	-
WDR48	3	39093506	39138161	+
WDR49	3	167196472	167375711	-
WDR5	9	137000320	137025090	+
WDR53	3	196281049	196295545	-
WDR54	2	74648856	74652882	+
WDR55	5	140044383	140050553	+
WDR59	16	74905259	75019044	-
WDR5B	3	122130692	122134909	-
WDR6	3	49044823	49053386	+
WDR61	15	78575577	78591951	-
WDR62	19	36545798	36596010	+
WDR64	1	241815582	241966079	+
WDR7	18	54318589	54697023	+
WDR70	5	37379419	37753533	+
WDR72	15	53805937	54055075	-
WDR73	15	85182515	85197574	-
WDR74	11	62600376	62609281	-
WDR75	2	190306158	190340288	+
WDR76	15	44119199	44160610	+
WDR77	1	111982511	111991930	-
WDR81	17	1619816	1641893	+
WDR82	3	52288449	52312665	-
WDR83	19	12777620	12786646	+
WDR83OS	19	12778886	12780229	-
WDR86	7	151078206	151107798	-
WDR86-AS1	7	151106246	151110440	+
WDR87	19	38375462	38397234	-
WDR87BP	19	38314362	38345836	-
WDR88	19	33623019	33666703	+
WDR89	14	64063756	64108589	-
WDR90	16	699364	717830	+
WDR91	7	134868590	134896278	-
WDR92	2	68356936	68384659	-
WDR93	15	90234041	90286869	+
WDR97	8	145162641	145173220	+
WDSUB1	2	160092309	160143214	-
WDTC1	1	27561122	27635127	+
WEE1	11	9595216	9611532	+
WEE2	7	141408152	141431071	+
WEE2-AS1	7	141404137	141438030	-
WFDC1	16	84328483	84363450	+
WFDC10A	20	44258377	44259835	+
WFDC10B	20	44313289	44333658	-
WFDC11	20	44277201	44298878	-
WFDC12	20	43752065	43753106	-
WFDC13	20	44330676	44337456	+
WFDC2	20	44098392	44110172	+
WFDC21P	17	58160926	58165828	-
WFDC3	20	44402851	44420522	-
WFDC5	20	43738105	43743815	-
WFDC6	20	44162834	44168121	-
WFDC8	20	44179790	44207923	-
WFDC9	20	44236577	44259923	-
WFIKKN1	16	680984	684117	+
WFIKKN2	17	48911944	48919714	+
WFS1	4	6271576	6304992	+
WHAMM	15	83478379	83504860	+
WHAMMP1	15	32812048	32825942	-
WHAMMP2	15	28982728	29003508	+
WHAMMP3	15	23187728	23208357	-
WHRN	9	117164359	117267753	-
WIF1	12	65444405	65515085	-
WIPF1	2	175424301	175547641	-
WIPF2	17	38375555	38440388	+
WIPF3	7	29846169	29956682	+
WIPI1	17	66417421	66453665	-
WIPI2	7	5229863	5273486	+
WIZ	19	15530788	15560767	-
WLS	1	68564141	68698229	-
WNK1	12	861744	1020618	+
WNK2	9	95947211	96082854	+
WNK3	X	54219255	54384479	-
WNK4	17	40932627	40949084	+
WNT1	12	49372104	49376403	+
WNT10A	2	219745573	219758649	+
WNT10B	12	49359122	49365518	-
WNT11	11	75897368	75917546	-
WNT16	7	120965420	120981158	+
WNT2	7	116915504	116963112	-
WNT2B	1	113009162	113072787	+
WNT3	17	44839871	44896058	-
WNT3A	1	228194698	228248972	+
WNT4	1	22443805	22469590	-
WNT5A	3	55499742	55521334	-
WNT5B	12	1726221	1756378	+
WNT6	2	219724527	219738955	+
WNT7A	3	13857754	13921568	-
WNT7B	22	46316245	46373042	-
WNT8A	5	137419580	137428054	+
WNT8B	10	102222765	102243501	+
WNT9A	1	228106356	228135633	-
WNT9B	17	44928948	44964102	+
WRAP53	17	7589388	7606820	+
WRAP73	1	3547333	3566667	-
WRN	8	30891325	31033653	+
WRNIP1	6	2765626	2787186	+
WSB1	17	25621139	25642952	+
WSB2	12	118470496	118499979	-
WSCD1	17	5973933	6027747	+
WSCD2	12	108523064	108644313	+
WSPAR	5	133249367	133252960	+
WT1	11	32409320	32457085	-
WT1-AS	11	32457063	32480315	+
WTAP	6	160148029	160177351	+
WTAPP1	11	102654406	102707497	+
WTIP	19	34972662	35003209	+
WWC1	5	167718649	167899308	+
WWC2	4	184020409	184241929	+
WWC2-AS1	4	184154780	184161787	-
WWC2-AS2	4	184018173	184020352	-
WWC3	X	9983293	10112514	+
WWOX	16	78133550	79246564	+
WWP1	8	87354775	87480732	+
WWP2	16	69796234	69975644	+
WWTR1	3	149235015	149442575	-
WWTR1-AS1	3	149375996	149379149	+
XAB2	19	7684410	7694431	-
XACT	X	112859586	113181506	-
XAF1	17	6658765	6678964	+
XAGE1A	X	52238949	52546057	+
XAGE1B	X	52238809	52546197	+
XAGE2	X	52112163	52387010	+
XAGE3	X	52891557	52897114	-
XAGE5	X	52841227	52847322	+
XBP1	22	29190547	29196560	-
XCL1	1	168545842	168551307	+
XCL2	1	168510005	168513235	-
XCR1	3	46058500	46127336	-
XDH	2	31557186	31637608	-
XG	X	2670080	2734541	+
XIAP	X	122993557	123047822	+
XIRP1	3	39224705	39234086	-
XIRP2	2	167744989	168116261	+
XIRP2-AS1	2	167979318	167997465	-
XIST	X	73040485	73072588	-
XK	X	37545043	37591383	+
XKR3	22	17264305	17302589	-
XKR4	8	56014587	56454613	+
XKR5	8	6666040	6693046	-
XKR6	8	10753554	11059342	-
XKR7	20	30555953	30591190	+
XKR8	1	28286483	28294604	+
XKR9	8	71581573	71648177	+
XKRX	X	100168433	100183906	-
XKRY	Y	19880859	20298915	-
XKRY2	Y	19880859	20298915	-
XLOC_007697	9	44181510	44182719	-
XLOC_008559	10	92707056	92751889	+
XLOC_009911	12	121342497	121345877	+
XPA	9	100437190	100459691	-
XPC	3	14186647	14220172	-
XPNPEP1	10	111624523	111683311	-
XPNPEP2	X	128872954	128903512	+
XPNPEP3	22	41253084	41328819	+
XPO1	2	61704983	61765491	-
XPO4	13	21351467	21476913	-
XPO5	6	43490067	43543812	-
XPO6	16	28109297	28223286	-
XPO7	8	21777172	21864096	+
XPOT	12	64798171	64844905	+
XPR1	1	180601157	180859415	+
XRCC1	19	44047462	44079679	-
XRCC2	7	152341861	152373226	-
XRCC3	14	104163953	104181788	-
XRCC4	5	82373227	82649606	+
XRCC5	2	216974070	217071016	+
XRCC6	22	42017166	42060052	+
XRN1	3	142025451	142166904	-
XRN2	20	21283968	21370463	+
XRRA1	11	74551954	74660136	-
XXYLT1	3	194789007	194991888	-
XXYLT1-AS1	3	194815316	194816786	+
XXYLT1-AS2	3	194868599	194873585	+
XYLB	3	38388250	38468677	+
XYLT1	16	17195625	17564817	-
XYLT2	17	48423486	48438546	+
YAE1	7	39606002	39651688	+
YAF2	12	42550906	42632170	-
YAP1	11	101981177	102104155	+
YARS1	1	33240839	33283633	-
YARS2	12	32899477	32908831	-
YBEY	21	47706243	47717665	+
YBX1	1	43148088	43169476	+
YBX2	17	7191581	7197958	-
YBX3	12	10851687	10875922	-
YBX3P1	16	31579087	31580845	-
YDJC	22	21982378	21984311	-
YEATS2	3	183415584	183530413	+
YEATS2-AS1	3	183524851	183528239	-
YEATS4	12	69753489	69784650	+
YES1	18	721587	812243	-
YIF1A	11	66052050	66056614	-
YIF1B	19	38794197	38806587	-
YIPF1	1	54317405	54355470	-
YIPF2	19	11032868	11039315	-
YIPF3	6	43479569	43484664	-
YIPF4	2	32502972	32541663	+
YIPF5	5	143537726	143550223	-
YIPF6	X	67718623	67757127	+
YIPF7	4	44624353	44653658	-
YJEFN3	19	19639719	19648390	+
YJU2	19	4247076	4269085	+
YKT6	7	44240576	44253893	+
YLPM1	14	75230018	75304021	+
YME1L1	10	27399039	27443349	-
YOD1	1	207217193	207226325	-
YPEL1	22	22051825	22090083	-
YPEL2	17	57409015	57479090	+
YPEL3	16	30103634	30107534	-
YPEL4	11	57412559	57417417	-
YPEL5	2	30369872	30383399	+
YRDC	1	38268616	38273880	-
YTHDC1	4	69176104	69215808	-
YTHDC2	5	112849390	112930981	+
YTHDF1	20	61826781	61847483	-
YTHDF2	1	29063132	29096287	+
YTHDF3	8	64081111	64125346	+
YTHDF3-AS1	8	64080283	64081001	-
YWHAB	20	43514345	43537173	+
YWHAE	17	1247568	1303556	-
YWHAEP1	7	63894070	63895895	+
YWHAEP7	17	36202572	36244363	-
YWHAG	7	75956115	75988308	-
YWHAH	22	32340520	32353590	+
YWHAQ	2	9724095	9771126	-
YWHAZ	8	101928750	101965610	-
YY1	14	100705480	100749125	+
YY1AP1	1	155629232	155658823	-
YY1P2	2	139654893	139656744	+
YY2	X	21874104	21876853	+
ZACN	17	74075262	74078887	+
ZADH2	18	72907064	72921094	-
ZAN	7	100331217	100395419	+
ZAP70	2	98330038	98356323	+
ZAR1	4	48492268	48496406	+
ZAR1L	13	32877835	32889500	-
ZASP	7	100171633	100172842	-
ZBBX	3	166957630	167125674	-
ZBED2	3	111311746	111314193	-
ZBED3	5	76367896	76383110	-
ZBED3-AS1	5	76382622	76444176	+
ZBED4	22	50247491	50283728	+
ZBED5	11	10874252	10879600	-
ZBED5-AS1	11	10879763	10900823	+
ZBED6	1	203766650	203770200	+
ZBED6CL	7	150026937	150029810	+
ZBED8	5	159820154	159827104	-
ZBED9	6	28538311	28583954	-
ZBP1	20	56178907	56195482	-
ZBTB1	14	64971291	65000410	+
ZBTB10	8	81397827	81438500	+
ZBTB11	3	101367732	101395976	-
ZBTB11-AS1	3	101395273	101398057	+
ZBTB12	6	31867389	31869863	-
ZBTB14	18	5289017	5297052	-
ZBTB16	11	113930432	114127492	+
ZBTB17	1	16268363	16302627	-
ZBTB18	1	244212240	244220780	+
ZBTB2	6	151685249	151712694	-
ZBTB20	3	114033346	114866135	-
ZBTB20-AS1	3	114070657	114107825	+
ZBTB20-AS3	3	114591879	114595361	+
ZBTB20-AS4	3	114819269	114821908	+
ZBTB20-AS5	3	114172439	114238979	+
ZBTB21	21	43406939	43430469	-
ZBTB22	6	33282181	33285719	-
ZBTB24	6	109783800	109804440	-
ZBTB25	14	64915823	64971931	-
ZBTB26	9	125677844	125693791	-
ZBTB3	11	62518434	62521632	-
ZBTB32	19	36195459	36207940	+
ZBTB33	X	119384666	119392253	+
ZBTB34	9	129622917	129648156	+
ZBTB37	1	173837219	173872685	+
ZBTB38	3	141043027	141168632	+
ZBTB39	12	57392619	57400330	-
ZBTB4	17	7362696	7387568	-
ZBTB40	1	22778343	22857650	+
ZBTB41	1	197122811	197170423	-
ZBTB42	14	105266890	105271048	+
ZBTB43	9	129567284	129600487	+
ZBTB44	11	130096573	130184812	-
ZBTB44-DT	11	130184887	130273552	+
ZBTB45	19	59024896	59053079	-
ZBTB46	20	62375022	62462617	-
ZBTB46-AS1	20	62439428	62454360	+
ZBTB47	3	42695188	42709072	+
ZBTB48	1	6640053	6649340	+
ZBTB49	4	4291977	4323510	+
ZBTB5	9	37438099	37465447	-
ZBTB6	9	125670334	125675602	-
ZBTB7A	19	4043300	4066897	-
ZBTB7B	1	154975124	154990999	+
ZBTB7C	18	45553042	45938956	-
ZBTB8A	1	33005027	33071542	+
ZBTB8B	1	32930672	32962286	+
ZBTB8OS	1	33086423	33116533	-
ZBTB9	6	33422352	33425320	+
ZC2HC1A	8	79578323	79631997	+
ZC2HC1B	6	144185610	144259480	+
ZC2HC1C	14	75536343	75546691	+
ZC3H10	12	56512049	56521298	+
ZC3H11A	1	203764750	203823252	+
ZC3H11B	1	219781353	219786487	-
ZC3H12A	1	37940180	37949978	+
ZC3H12B	X	64708614	64727767	+
ZC3H12C	11	109964117	110042566	+
ZC3H12D	6	149767930	149806150	-
ZC3H13	13	46528599	46626881	-
ZC3H14	14	89029380	89093940	+
ZC3H15	2	187350986	187374087	+
ZC3H18	16	88636810	88698372	+
ZC3H18-AS1	16	88626510	88628391	-
ZC3H3	8	144519828	144623617	-
ZC3H4	19	47567446	47617033	-
ZC3H6	2	113033173	113097636	+
ZC3H7A	16	11844452	11891114	-
ZC3H7B	22	41697528	41756151	+
ZC3H8	2	112969106	113012619	-
ZC3HAV1	7	138728260	138794466	-
ZC3HAV1L	7	138710451	138720788	-
ZC3HC1	7	129658125	129691291	-
ZC4H2	X	64135681	64254621	-
ZCCHC10	5	132332676	132362241	-
ZCCHC12	X	117957786	117960931	+
ZCCHC13	X	73524014	73524869	+
ZCCHC14	16	87439853	87526630	-
ZCCHC17	1	31769828	31837800	+
ZCCHC18	X	103357213	103360533	+
ZCCHC2	18	60190257	60253962	+
ZCCHC24	10	81142082	81205380	-
ZCCHC3	20	278210	280963	+
ZCCHC4	4	25314395	25372005	+
ZCCHC7	9	37120468	37358145	+
ZCCHC8	12	122956146	122985479	-
ZCCHC9	5	80597401	80609116	+
ZCRB1	12	42705887	42719896	-
ZCWPW1	7	99998438	100026326	-
ZCWPW2	3	28390211	28567849	+
ZDBF2	2	207139386	207179150	+
ZDHHC1	16	67428054	67450380	-
ZDHHC11	5	795719	851101	-
ZDHHC11B	5	710469	784844	-
ZDHHC12	9	131483151	131486406	-
ZDHHC13	11	19138691	19197967	+
ZDHHC14	6	157802221	158099188	+
ZDHHC15	X	74588261	74743337	-
ZDHHC16	10	99205887	99217127	+
ZDHHC17	12	77157894	77247481	+
ZDHHC18	1	27153178	27184095	+
ZDHHC19	3	195924322	195938271	-
ZDHHC2	8	17013990	17082308	+
ZDHHC20	13	21946709	22033509	-
ZDHHC21	9	14611068	14693430	-
ZDHHC22	14	77597612	77608134	-
ZDHHC23	3	113666747	113682220	+
ZDHHC24	11	66288095	66313519	-
ZDHHC3	3	44956752	45017666	-
ZDHHC4	7	6617064	6629005	+
ZDHHC5	11	57435585	57468654	+
ZDHHC6	10	114184170	114207361	-
ZDHHC7	16	85007780	85045141	-
ZDHHC8	22	20119326	20135530	+
ZDHHC8P1	22	23732791	23744799	-
ZDHHC9	X	128937263	128977862	-
ZEB1	10	31607345	31818732	+
ZEB1-AS1	10	31596645	31609376	-
ZEB2	2	145141647	145277686	-
ZEB2-AS1	2	145277180	145278465	+
ZER1	9	131492066	131534765	-
ZFAND1	8	82613565	82633539	-
ZFAND2A	7	1188485	1199832	-
ZFAND2A-DT	7	1200009	1205594	+
ZFAND2B	2	220071503	220074373	+
ZFAND3	6	37787502	38122399	+
ZFAND4	10	46110947	46168261	-
ZFAND5	9	74966328	74980124	-
ZFAND6	15	80351909	80430735	+
ZFAS1	20	47894714	47905795	+
ZFAT	8	135490030	135725274	-
ZFAT-AS1	8	135610313	135612932	+
ZFC3H1	12	72003379	72057628	-
ZFHX2	14	23990065	24020974	-
